dataset,group_id,compatible_label,dbfs_dc,band80_centroid_hz
SPRSound,41225759,Wheeze,-53.89596426802538,186.79148769270196
SPRSound,41226005,Normal,-51.74817993057811,133.40327641791885
SPRSound,41227367,Normal,-52.63799314665199,176.0061030062145
SPRSound,41233462,Crackle,-51.94405499368657,187.8966468299877
SPRSound,41243139,Crackle,-57.20152477124839,170.0613286343034
SPRSound,41243139,Normal,-50.506920044713425,154.99158505702155
SPRSound,41243139,Wheeze,-47.84004533918858,230.46674415281203
SPRSound,41244654,Normal,-44.37350698809505,193.49652627466213
SPRSound,41244654,Wheeze,-33.46153551763837,246.08013632669068
SPRSound,41246413,Normal,-54.47560183060172,144.47067980388982
SPRSound,41246720,Crackle,-48.837380115629585,168.60143774555326
SPRSound,41246720,Normal,-51.81863779700382,174.2527459584465
SPRSound,41246720,Wheeze,-48.085945769403395,156.80540426945106
SPRSound,41247791,Crackle,-49.33095250177266,191.34543440349805
SPRSound,41247791,Normal,-50.65473472129297,194.12387075970156
SPRSound,41249093,Crackle,-51.56241442419972,192.98480944112697
SPRSound,41249093,Normal,-50.72230709620861,149.49420639633314
SPRSound,41251473,Crackle,-43.50152353288081,173.0659621470037
SPRSound,41251473,Normal,-48.2660289814811,176.67141477909115
SPRSound,41251473,Wheeze,-36.55336535389618,205.68376055535023
SPRSound,41259325,Crackle,-50.6329813078138,162.68372336323603
SPRSound,41259325,Normal,-48.783068648809746,162.5849841579797
SPRSound,41259325,Wheeze,-45.368651758849786,185.08402674806197
SPRSound,41260242,Normal,-47.8254326761403,211.83408709166395
SPRSound,41260370,Normal,-55.841149247153034,171.5955740630314
SPRSound,41260684,Normal,-48.70470551861988,177.13157583372674
SPRSound,41260844,Normal,-48.832206181119545,153.17551971055872
SPRSound,41260853,Crackle,-53.41414170928827,190.77988423153772
SPRSound,41260853,Normal,-57.37349804296073,150.49724655808853
SPRSound,41261485,Crackle,-46.979835724920974,213.75353212404428
SPRSound,41261485,Normal,-52.16168396405061,198.82453648374204
SPRSound,41261802,Normal,-48.803091724457666,196.47701990866187
SPRSound,41261802,Wheeze,-51.22951647291265,208.8239533208544
SPRSound,41262295,Normal,-50.55863015897667,189.37735637874388
SPRSound,41262399,Both,-44.68226402179493,303.5917447350544
SPRSound,41262399,Crackle,-47.74825547985494,214.85186893466428
SPRSound,41262399,Normal,-48.65351425489664,217.7736939557541
SPRSound,41262399,Wheeze,-38.431030234943535,284.25017410842327
SPRSound,41262439,Crackle,-51.60507051282281,180.01112483309538
SPRSound,41262439,Normal,-51.63403217092711,176.23765771638395
SPRSound,41262439,Wheeze,-50.7691011042127,173.80597663597015
SPRSound,41262442,Normal,-52.77260369657296,182.64578342709467
SPRSound,41263355,Crackle,-46.83899131015416,186.48815117766503
SPRSound,41263355,Normal,-48.412037746414576,166.22688987776075
SPRSound,41263406,Normal,-48.46564204095952,178.04473486879
SPRSound,41263490,Normal,-50.960965783791465,186.57074829953496
SPRSound,41263533,Crackle,-44.921209966925275,269.9291902280538
SPRSound,41263533,Normal,-46.23396641566558,227.1246000562061
SPRSound,41264697,Normal,-49.07496211961461,177.95397016083754
SPRSound,41266405,Normal,-51.84453954662276,164.46903789657404
SPRSound,41267024,Both,-35.85201511692755,212.58450684322315
SPRSound,41267024,Crackle,-43.200740083524096,201.90638095803752
SPRSound,41267024,Normal,-50.773635417848915,174.70320296459906
SPRSound,41267024,Wheeze,-39.98757546613854,228.61411946318884
SPRSound,41267028,Crackle,-46.75428752317997,209.3242533275856
SPRSound,41267028,Normal,-45.058823432280995,227.77365366979683
SPRSound,41267028,Wheeze,-46.064676698025096,264.6255401313509
SPRSound,41269095,Normal,-53.88140040171177,199.16499163595745
SPRSound,41271028,Crackle,-41.71519547028329,200.50380405174488
SPRSound,41271028,Normal,-51.444548451790325,197.7956447378387
SPRSound,41271028,Wheeze,-50.30868216928069,229.32976119526808
SPRSound,41273341,Normal,-53.098341061796184,172.54697700580684
SPRSound,41274453,Normal,-41.45708558077963,202.72782034837073
SPRSound,41274453,Wheeze,-45.55942633506445,197.36972339123292
SPRSound,41275173,Crackle,-52.493995769067155,161.90346163652242
SPRSound,41275173,Normal,-53.427277134801,161.39224978383402
SPRSound,41275242,Crackle,-50.30041786791276,203.19232272129744
SPRSound,41275242,Normal,-52.520227112641,175.35387773803646
SPRSound,41275381,Normal,-46.578135922185304,146.60184799734756
SPRSound,41275680,Crackle,-44.853339703259614,184.7626311795625
SPRSound,41275680,Normal,-47.869119907331005,201.55972082976916
SPRSound,41276107,Normal,-49.90462048580304,198.57587443462347
SPRSound,41277654,Normal,-52.01630797824123,174.53618606320205
SPRSound,41277716,Normal,-46.99816797758048,256.11849977680583
SPRSound,41277943,Normal,-54.6789446697244,159.00285257666204
SPRSound,41279299,Normal,-48.25712742417263,178.80643869295668
SPRSound,41279299,Wheeze,-45.88640244557585,209.1165474669898
SPRSound,41279835,Crackle,-45.34304453988015,167.00922004157607
SPRSound,41279835,Normal,-55.2749631121782,183.86679362252443
SPRSound,41280784,Normal,-48.74754442460804,166.0072656463246
SPRSound,41281088,Normal,-53.28526894344293,174.31422362310042
SPRSound,41281333,Crackle,-44.79053843630574,197.9246900011603
SPRSound,41281333,Wheeze,-31.966915651608385,242.34687736158844
SPRSound,41281695,Crackle,-43.87962986024246,183.88345706611057
SPRSound,41281695,Normal,-50.20896494419026,197.34050115398364
SPRSound,41281695,Wheeze,-36.69245278264458,221.53103484513596
SPRSound,41283394,Normal,-52.24771423510654,196.6600968235266
SPRSound,41283612,Crackle,-48.87474756446341,223.88616059424248
SPRSound,41283612,Normal,-47.43397300996406,232.97853432977135
SPRSound,41283612,Wheeze,-34.44488176603796,187.94533442279752
SPRSound,41283662,Normal,-51.121639178034975,167.66236893923033
SPRSound,41283664,Normal,-48.711968786860936,185.2169314258137
SPRSound,41283744,Normal,-49.95090139582851,160.05098561767295
SPRSound,41284716,Normal,-54.467922764734105,172.45908221800124
SPRSound,41285705,Crackle,-44.18274670610979,226.93171565581417
SPRSound,41285705,Normal,-44.93769653681146,183.2462249417841
SPRSound,42272778,Normal,-55.295951709592934,163.88428076879177
SPRSound,63211196,Normal,-49.59942398063548,174.66206911319517
SPRSound,63524070,Normal,-50.41408926280576,135.13550586613445
SPRSound,63573658,Crackle,-47.959674154412355,195.6700310678367
SPRSound,63573658,Normal,-50.00146308775376,181.84083737020688
SPRSound,63613821,Crackle,-39.215062672890475,183.33335593381432
SPRSound,63613821,Normal,-45.4874934205896,201.7171348828067
SPRSound,63658468,Normal,-52.66178984985808,188.33022109309715
SPRSound,63723123,Normal,-53.21416418905312,137.9195127486248
SPRSound,63902360,Normal,-53.22759892292254,146.35892782488972
SPRSound,63906783,Normal,-49.61095113998277,182.0088119159683
SPRSound,64007452,Crackle,-47.46105853934225,176.1307641644799
SPRSound,64007452,Normal,-49.11867438929872,170.8605461096588
SPRSound,64007452,Wheeze,-47.56947111163652,217.17008094208109
SPRSound,64076634,Crackle,-52.35068278824575,254.46620112094885
SPRSound,64076634,Normal,-52.590626044151975,173.82014480304284
SPRSound,64369787,Normal,-47.78159252143316,158.05131759160184
SPRSound,64540514,Normal,-52.95606745794467,173.37448047245283
SPRSound,64552260,Normal,-50.24152775142716,168.95895697972134
SPRSound,64561565,Crackle,-47.95045571096678,224.15342606962085
SPRSound,64585803,Normal,-50.990997199046696,169.97332572234234
SPRSound,64601539,Normal,-50.42931683161461,157.08682706642037
SPRSound,64618861,Normal,-50.89821774936032,171.63078438420425
SPRSound,64618861,Wheeze,-46.063175565016685,182.43392204912172
SPRSound,64634665,Normal,-49.809223218303146,224.95455686600235
SPRSound,64678063,Normal,-48.43949997134379,165.10641124584808
SPRSound,64678063,Wheeze,-45.80783293529845,189.4722683939255
SPRSound,64714172,Normal,-52.45363170915111,178.6157745636977
SPRSound,64714172,Wheeze,-48.48844160248187,276.8635839798375
SPRSound,64719544,Crackle,-47.12349416822329,202.8223542674
SPRSound,64719544,Normal,-51.21879363033425,203.3083882288215
SPRSound,64726697,Normal,-54.34355078484109,134.8529982788308
SPRSound,64726870,Crackle,-51.03152992340358,180.66176489869432
SPRSound,64726870,Normal,-49.10772525087515,168.6582356572261
SPRSound,64727249,Normal,-50.98839740520137,171.730227334074
SPRSound,64727486,Crackle,-44.12032952897625,201.79639902813744
SPRSound,64727486,Normal,-48.23115755059932,207.39913861292348
SPRSound,64727486,Wheeze,-44.03008659834997,217.04862273951616
SPRSound,64743918,Both,-50.15073164499263,201.30932511060365
SPRSound,64743918,Crackle,-50.28619267951176,178.93006746267264
SPRSound,64743918,Normal,-51.16639392159086,156.29027125506752
SPRSound,64743918,Wheeze,-46.1086118736139,190.53076159254928
SPRSound,64779933,Crackle,-43.454136103412225,183.7818503472472
SPRSound,64779933,Normal,-49.361695040075375,252.57395361697365
SPRSound,64779933,Wheeze,-40.97872374860343,249.9777800133339
SPRSound,64783073,Crackle,-45.403198360421,187.93874138275
SPRSound,64783073,Normal,-49.90838766949959,191.4860062332907
SPRSound,64827886,Normal,-55.77660757538376,170.44623711319315
SPRSound,64835860,Normal,-48.371382904356,197.90252864161937
SPRSound,64837947,Crackle,-52.70203611853736,176.15836224196244
SPRSound,64837947,Normal,-51.77874688603724,180.3306299350011
SPRSound,64840083,Normal,-50.19193411072047,217.5623985923502
SPRSound,64875857,Crackle,-52.054211822488554,189.93075764392745
SPRSound,64875857,Normal,-51.272034965758166,182.214896812019
SPRSound,64876470,Normal,-52.509692085875514,171.40520425578683
SPRSound,64878787,Normal,-43.80207083240392,172.73638232163728
SPRSound,64913238,Crackle,-49.78046705808509,197.26528989352173
SPRSound,64913238,Normal,-52.4605847133149,211.50587316079384
SPRSound,64913238,Wheeze,-47.705568190695274,236.84170584923407
SPRSound,64914400,Normal,-54.7227417808958,176.71889760543485
SPRSound,64940479,Normal,-51.922625145885334,185.7755901124684
SPRSound,64951742,Normal,-45.15580071538038,171.77749890731943
SPRSound,64960343,Both,-34.510780908507954,214.69945483228625
SPRSound,64960343,Crackle,-35.92224093104944,205.08073024079616
SPRSound,64960343,Wheeze,-33.73672285429523,218.6103238705952
SPRSound,64969358,Normal,-55.917645097123454,161.95160806097817
SPRSound,64974732,Normal,-53.55237934143588,197.15044724240352
SPRSound,65005529,Crackle,-50.301122103194366,161.67871196373568
SPRSound,65005529,Normal,-46.922726967088785,165.0584606596541
SPRSound,65019620,Crackle,-47.721898525475254,186.9911397171793
SPRSound,65019620,Normal,-53.15246447589318,158.1928547209188
SPRSound,65019620,Wheeze,-51.242999093268786,204.69278005879715
SPRSound,65027819,Normal,-41.578856459740486,218.50720603755897
SPRSound,65028783,Normal,-55.87244013075918,195.4696017206086
SPRSound,65031500,Normal,-53.03787036268336,165.6564284260577
SPRSound,65032402,Both,-44.578987777415904,225.0980753396016
SPRSound,65032402,Crackle,-35.541666342011325,173.16468242259268
SPRSound,65032402,Wheeze,-48.68361392458877,176.35480229994346
SPRSound,65034376,Normal,-45.764328996420545,191.7395100741589
SPRSound,65036167,Crackle,-57.60528387131057,173.02399521010844
SPRSound,65036167,Normal,-50.68462920914057,165.3088356288165
SPRSound,65037547,Normal,-53.39889676381127,169.1012128342927
SPRSound,65038439,Crackle,-39.31821111527064,193.8007999670508
SPRSound,65038439,Normal,-47.98642746299181,178.19891562810625
SPRSound,65039232,Normal,-51.630355619481925,174.7649894341209
SPRSound,65042563,Normal,-48.350770742354314,227.9882742510836
SPRSound,65043263,Both,-34.49313796582724,176.19248070907614
SPRSound,65043263,Crackle,-31.58076065323156,219.98010590386343
SPRSound,65043263,Normal,-48.658406210749455,197.35609779982667
SPRSound,65043263,Wheeze,-50.2902703960175,171.74317390245506
SPRSound,65044049,Crackle,-53.76482922587517,195.87492182521325
SPRSound,65044049,Normal,-49.83796004224892,199.1860805979149
SPRSound,65044157,Crackle,-39.5598331349528,202.0196608258823
SPRSound,65044157,Wheeze,-50.49650128114253,182.36478248497752
SPRSound,65044484,Normal,-47.76753991845415,191.84148701521903
SPRSound,65044484,Wheeze,-46.01339535980587,229.89412891494655
SPRSound,65044711,Crackle,-50.32360912653476,188.9561920440883
SPRSound,65044711,Wheeze,-48.13902360403779,441.2417969535676
SPRSound,65045423,Normal,-49.59259129337622,162.36939719768864
SPRSound,65045840,Normal,-52.421656776551224,185.3399345246825
SPRSound,65048146,Normal,-51.52934434688611,187.37094165101615
SPRSound,65049153,Crackle,-43.05092355626196,221.8696196709515
SPRSound,65049153,Normal,-41.24032673012276,214.38282911760615
SPRSound,65049153,Wheeze,-41.975736929299615,225.99826775444112
SPRSound,65050748,Crackle,-46.911507541753814,223.6203801247372
SPRSound,65051326,Normal,-49.145112623542495,195.81118947090383
SPRSound,65051326,Wheeze,-48.3548322299881,173.81511829165564
SPRSound,65052443,Normal,-40.95431987024771,138.78668056931178
SPRSound,65052739,Normal,-55.76331718410094,165.4776199300351
SPRSound,65052776,Normal,-50.7232985175126,141.9438828011127
SPRSound,65055195,Normal,-49.29534310496008,189.57173534124723
SPRSound,65056075,Normal,-53.12994186770544,175.407542804668
SPRSound,65056986,Normal,-50.32337375903785,162.38988089326836
SPRSound,65057715,Normal,-53.49469945624671,161.05482488709106
SPRSound,65058398,Normal,-52.794625738664905,151.76415701430986
SPRSound,65058931,Normal,-54.0085702390519,189.1783364626259
SPRSound,65060531,Crackle,-48.17378599521776,213.32088412828264
SPRSound,65060531,Normal,-48.027672648220765,219.6728291354672
SPRSound,65061246,Normal,-50.44686062964857,183.7866635515543
SPRSound,65063170,Normal,-54.9990781306544,207.9185347737904
SPRSound,65064302,Normal,-47.354237765017096,235.45722401519217
SPRSound,65066035,Normal,-43.00940296043623,216.1281390875193
SPRSound,65066035,Wheeze,-43.06116206101743,209.47937258039025
SPRSound,65066754,Crackle,-52.53097080450166,198.35880033427424
SPRSound,65066754,Normal,-52.89688780021622,175.4448547827456
SPRSound,65068248,Crackle,-43.800293664875525,183.33620787390336
SPRSound,65068248,Normal,-47.75160009548602,186.2983400211117
SPRSound,65070606,Normal,-49.75002266303403,178.93566129195506
SPRSound,65071184,Normal,-52.84226102051068,168.7639616986704
SPRSound,65074779,Normal,-52.29261402789552,182.32823006485685
SPRSound,65076987,Normal,-53.81587660546317,164.58098243265945
SPRSound,65077374,Normal,-52.30720427720442,181.52580382826363
SPRSound,65078476,Normal,-52.008366813206656,176.64291819678567
SPRSound,65079896,Crackle,-49.638778320181515,196.28138203440375
SPRSound,65079896,Normal,-51.026964258983895,165.27486471750046
SPRSound,65079896,Wheeze,-48.1272366776475,150.89014554433473
SPRSound,65080696,Crackle,-51.1326118061622,177.60036336316813
SPRSound,65080696,Normal,-54.336827769572224,159.00963947927676
SPRSound,65090048,Both,-33.78542250129564,181.22990290003284
SPRSound,65090048,Normal,-25.230747219382124,175.78535212532793
SPRSound,65090048,Wheeze,-30.9443303129185,231.38465113873968
SPRSound,65090966,Normal,-52.03139108344029,153.33475923652458
SPRSound,65091224,Normal,-49.49734596610472,175.04174100285468
SPRSound,65091224,Wheeze,-46.874177473166995,221.35291109815276
SPRSound,65091359,Normal,-52.14727410958427,176.4566588594808
SPRSound,65094564,Normal,-48.5653351187765,208.89044044007437
SPRSound,65096140,Normal,-57.04257640710115,151.06596532872732
SPRSound,65097128,Crackle,-51.55617264992639,175.42578939478682
SPRSound,65097128,Normal,-51.203693849733185,168.00176835865972
SPRSound,65099422,Crackle,-47.63487591256151,233.4499425834885
SPRSound,65099422,Normal,-49.27152358149627,231.64202322066268
SPRSound,65099422,Wheeze,-46.34174606931968,240.41919384118324
SPRSound,65100087,Normal,-51.65641226286195,156.76330123236443
SPRSound,65101170,Normal,-46.9449417520124,181.89335791234404
SPRSound,65101170,Wheeze,-35.668551716365236,172.80119636515897
SPRSound,65101997,Normal,-42.53610593322594,191.1762401924674
SPRSound,65106469,Crackle,-42.42453889359617,197.34009473811244
SPRSound,65106469,Normal,-47.06551550300733,202.4133524496628
SPRSound,65107404,Normal,-48.95438115756222,153.23915506915398
SPRSound,65107666,Normal,-56.52251300171872,163.78148070742856
SPRSound,65109516,Crackle,-49.058200713184334,196.4818940604586
SPRSound,65109516,Normal,-51.027166361863024,183.8758698353075
SPRSound,65109516,Wheeze,-45.13043894475221,197.3610324660417
SPRSound,65114385,Normal,-48.9995084666418,161.1504839166727
SPRSound,65114631,Crackle,-44.93454957798274,208.3592718342789
SPRSound,65114631,Normal,-41.76513301275587,288.39520181214044
SPRSound,65114720,Normal,-49.42409289942245,232.76572762237296
SPRSound,65114720,Wheeze,-43.983279454134035,211.93255661429453
SPRSound,65115243,Normal,-41.16903030887916,143.08418236264168
SPRSound,65115243,Wheeze,-37.96525659285912,156.73445052105757
SPRSound,65118898,Normal,-42.14246478474287,207.4617063050007
SPRSound,65118898,Wheeze,-34.18217044302544,287.3394700732464
SPRSound,65121853,Crackle,-38.61297541622173,241.6018530287446
SPRSound,65121853,Normal,-36.99084520259429,203.3980823583367
SPRSound,65121853,Wheeze,-39.87226942706207,225.2147523851281
